Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Found in Sample Group: control,Found in Sample Group: ketamine,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Comet: Comet,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Comet,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Gene Symbol,Gene ID,Reactome Pathways,Ensembl Gene ID,WikiPathways,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio: (ketamine) / (control),Abundance Ratio Adj. P-Value: (ketamine) / (control),Abundance Ratio Variability [%]: (ketamine) / (control),Abundances (Grouped): control,Abundances (Grouped): ketamine,Abundances (Grouped) CV [%]: control,Abundances (Grouped) CV [%]: ketamine,"Found in Sample: F1: Sample, control","Found in Sample: F4: Sample, control","Found in Sample: F5: Sample, control","Found in Sample: F9: Sample, control","Found in Sample: F2: Sample, ketamine","Found in Sample: F6: Sample, ketamine","Found in Sample: F10: Sample, ketamine","Found in Sample: F11: Sample, ketamine",# Protein Groups,Modifications
TRUE,High,Master Protein,Q9CXW4,Large ribosomal subunit protein uL5 OS=Mus musculus OX=10090 GN=Rpl11 PE=1 SV=4,High,High,0,16.003,24,4,34,4,178,20.2,9.6,36.55,14.36,4,2,protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes,cytosol;translational apparatus;nucleus;other cell component,signal transduction activity or receptor binding;enzyme regulator activity;nucleic acid binding activity;other molecular function,"Pf00281, Pf00673",67025,Rpl11,mmu:67025; Q3TPE3; Q6ZWY0; Q9CXW4,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),ENSMUSG00000059291,Cytoplasmic ribosomal proteins; mRNA processing,9,0,0.979,0.996783417,27.94,105.6,94.4,14.62,7.67,High,High,High,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,P62267,Small ribosomal subunit protein uS12 OS=Mus musculus OX=10090 GN=Rps23 PE=1 SV=3,High,High,0,7.429,27,2,11,2,143,15.8,10.49,12.68,7.79,2,1,cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,cytosol;ER/Golgi;translational apparatus;nucleus;other cell component,other molecular function,Pf00164,66475,Rps23,mmu:66475; P39028; P62267; Q542K7,"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition; Protein hydroxylation",ENSMUSG00000049517,Cytoplasmic ribosomal proteins; mRNA processing,13,0,1.162,0.9546907661,45.84,89.1,110.9,22.33,32.48,Peak Found,Peak Found,High,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,P42208,Septin-2 OS=Mus musculus OX=10090 GN=Septin2 PE=1 SV=2,High,High,0,7.182,11,3,7,3,361,41.5,6.55,5.88,3.66,3,3,cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;cytoskeleton;ER/Golgi;other cell component,enzyme regulator activity;other molecular function,Pf00735,18000,Septin2,B2RRZ2; mmu:18000; P42208; Q3U9Y5,Anchoring of the basal body to the plasma membrane,ENSMUSG00000026276; ENSMUSG00000116048,,1,0,1.04,0.996783417,24.78,94.3,105.7,75.34,43.3,n/a,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,E9Q9C6,Fc fragment of IgG binding protein OS=Mus musculus OX=10090 GN=Fcgbp PE=1 SV=1,High,High,0.001,2.093,0,1,43,1,2583,275.1,5.03,29.12,25,1,1,,non-structural extracellular;extracellular matrix,,"Pf00094, Pf01826, Pf08742, Pf12714",215384,Fcgbp,E9Q9C6; mmu:215384,,ENSMUSG00000047730,,0,0,0.611,0.5360160397,103.19,134.1,65.9,53.61,101.26,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,Q9CQV8,14-3-3 protein beta/alpha OS=Mus musculus OX=10090 GN=Ywhab PE=1 SV=3,High,High,0,52.909,62,12,210,6,246,28.1,4.83,193.74,144.44,12,11,signal transduction;other biological processes,cytosol;other cell component,enzyme regulator activity;other molecular function,Pf00244,54401,Ywhab,mmu:54401; O70455; Q3TY33; Q3UAN6; Q9CQV8,"RHO GTPases activate PKNs; TP53 Regulates Metabolic Genes; MAP2K and MAPK activation; Negative regulation of MAPK pathway; Rap1 signalling; mTORC1-mediated signalling; RAF activation; Activation of BAD and translocation to mitochondria ; Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex; Regulation of localization of FOXO transcription factors; Frs2-mediated activation; Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA; Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA; Signaling by Hippo",ENSMUSG00000018326,IL-3 signaling pathway; Myometrial relaxation and contraction pathways; Alpha 6 beta 4 integrin signaling pathway; Calcium regulation in cardiac cells; EGFR1 signaling pathway,20,1,1.713,0.4058636228,54.63,53.9,146.1,88.95,58.7,n/a,High,High,High,n/a,High,High,High,1,
TRUE,High,Master Protein,Q8R0Y6,Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus OX=10090 GN=Aldh1l1 PE=1 SV=1,High,High,0,43.369,24,16,37,16,902,98.6,5.91,37.21,18.78,16,10,other metabolic processes,cytosol;other cell component,other molecular function,"Pf00171, Pf00551, Pf02911",107747,Aldh1l1,mmu:107747; Q8R0Y6,Metabolism of folate and pterines,ENSMUSG00000030088,One-carbon metabolism,2,0,0.83,0.9483435807,53.84,96.1,103.9,105.2,81.36,Peak Found,Peak Found,High,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,P47857,"ATP-dependent 6-phosphofructokinase, muscle type OS=Mus musculus OX=10090 GN=Pfkm PE=1 SV=3",High,High,0,39.572,24,14,65,13,780,85.2,8,55.41,31.9,14,9,other metabolic processes;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;nucleus,kinase activity;other molecular function,Pf00365,18642,Pfkm,C8CMN5; C8CMN6; C8CMN7; mmu:18642; O35513; P47857; Q543L1; Q9JK94,Glycolysis,ENSMUSG00000033065,Glycolysis and gluconeogenesis; Insulin signaling,3,1,1.121,0.9546907661,34.11,97.4,102.6,63.54,59.01,High,High,High,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,P14733,Lamin-B1 OS=Mus musculus OX=10090 GN=Lmnb1 PE=1 SV=3,High,High,0,106.757,56,29,262,26,588,66.7,5.16,214.88,125.2,29,27,cell organization and biogenesis;transport;other biological processes,other membranes;cytoskeleton;nucleus,cytoskeletal activity;nucleic acid binding activity;other molecular function,"Pf00038, Pf00932",16906,Lmnb1,mmu:16906; P14733; Q61791,RHOF GTPase cycle; Formation of Senescence-Associated Heterochromatin Foci (SAHF); Initiation of Nuclear Envelope (NE) Reformation; Depolymerization of the Nuclear Lamina; RHOD GTPase cycle; Breakdown of the nuclear lamina,ENSMUSG00000024590,FAS pathway and stress induction of HSP regulation,8,3,1.035,0.996783417,39.54,103.2,96.8,20.68,9.8,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,P62889,Large ribosomal subunit protein eL30 OS=Mus musculus OX=10090 GN=Rpl30 PE=1 SV=2,High,High,0,13.442,39,4,37,4,115,12.8,9.63,51.7,9.07,4,1,protein metabolism;other metabolic processes;stress response;other biological processes,cytosol;translational apparatus;nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf01248,19946,Rpl30,mmu:19946; P04645; P62889,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),ENSMUSG00000058600,Selenium metabolism / selenoproteins; Cytoplasmic ribosomal proteins,9,0,0.988,0.9986541664,28.67,104.8,95.2,17.54,13.55,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,O08709,Peroxiredoxin-6 OS=Mus musculus OX=10090 GN=Prdx6 PE=1 SV=3,High,High,0,44.774,47,11,175,11,224,24.9,6.01,171.64,110.32,11,9,cell organization and biogenesis;other metabolic processes;stress response;other biological processes,cytosol;other cytoplasmic organelle,other molecular function,"Pf00578, Pf10417",11758,Prdx6,mmu:11758; O08709; Q91WT2; Q9QWP4; Q9QWW0,Neutrophil degranulation; Detoxification of Reactive Oxygen Species,,,2,0,1.174,0.9546907661,60.33,88.8,111.2,56.43,27.83,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,O55131,Septin-7 OS=Mus musculus OX=10090 GN=Septin7 PE=1 SV=1,High,High,0,50.642,42,13,96,12,436,50.5,8.57,88.76,50.34,13,11,cell cycle OR cell proliferation;cell organization and biogenesis;transport;developmental processes;other biological processes,plasma membrane;other membranes;cytoskeleton;other cell component,other molecular function,Pf00735,235072,Septin7,mmu:235072; O55131,MAPK6/MAPK4 signaling,,,1,1,1.451,0.7418746081,31.89,60.9,139.1,45.75,41.23,Peak Found,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,O55143,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Mus musculus OX=10090 GN=Atp2a2 PE=1 SV=2,High,High,0,41.02,14,12,36,12,1044,114.8,5.34,37.82,23.96,12,9,cell organization and biogenesis;other metabolic processes;stress response;transport;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;ER/Golgi;other cell component,signal transduction activity or receptor binding;transporter activity;nucleic acid binding activity;other molecular function,"Pf00122, Pf00689, Pf00690, Pf00702, Pf13246",11938,Atp2a2,mmu:11938; O55143; Q9R2A9; Q9WUT5,Ion homeostasis; Ion transport by P-type ATPases; Reduction of cytosolic Ca++ levels,ENSMUSG00000029467,Alzheimer's disease; Myometrial relaxation and contraction pathways; Calcium regulation in cardiac cells,6,0,1.219,0.9308668518,25.05,75.9,124.1,85.08,62.34,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q99020,Heterogeneous nuclear ribonucleoprotein A/B OS=Mus musculus OX=10090 GN=Hnrnpab PE=1 SV=1,High,High,0,35.406,29,7,173,6,285,30.8,7.91,178.24,71.14,7,6,RNA metabolism OR transcription;other metabolic processes;other biological processes,cytosol;nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00076, Pf08143",15384,Hnrnpab,mmu:15384; Q8BPE0; Q99020,,ENSMUSG00000020358,mRNA processing,1,0,0.789,0.9180853405,25.89,113.3,86.7,18.06,12.74,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,Q7TQI3,Ubiquitin thioesterase OTUB1 OS=Mus musculus OX=10090 GN=Otub1 PE=1 SV=2,High,High,0.001,1.865,3,1,3,1,271,31.3,4.94,2.43,1.7,1,1,protein metabolism;DNA metabolism;other metabolic processes;stress response;other biological processes,other cell component,enzyme regulator activity;other molecular function,Pf10275,107260,Otub1,mmu:107260; Q3ULV9; Q3V408; Q7TQI3; Q8C326; Q8R5F2,Ovarian tumor domain proteases; Ub-specific processing proteases,ENSMUSG00000024767,,2,0,1.155,0.9546907661,26.1,92.8,107.2,6.5,23.08,n/a,Peak Found,n/a,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,P29595,Ubiquitin-like protein NEDD8 OS=Mus musculus OX=10090 GN=Nedd8 PE=1 SV=2,High,High,0,3.76,14,1,15,1,81,9,7.25,13.33,9.95,1,1,protein metabolism;other metabolic processes;other biological processes,cytosol;nucleus;other cell component,other molecular function,Pf00240,18002,Nedd8,mmu:18002; P29595,Neddylation; TGF-beta receptor signaling activates SMADs; Cargo recognition for clathrin-mediated endocytosis; UCH proteinases; Iron uptake and transport,ENSMUSG00000010376,,5,0,0.973,0.996783417,16.03,99.3,100.7,7.59,22.14,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,Q9QY30,Bile salt export pump OS=Mus musculus OX=10090 GN=Abcb11 PE=1 SV=2,High,High,0,2.903,1,1,4,1,1321,146.7,7.66,3.7,1.89,1,1,protein metabolism;other metabolic processes;stress response;transport;signal transduction;other biological processes,plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle;other cell component,transporter activity;other molecular function,"Pf00005, Pf00664",27413,Abcb11,A2AUN4; mmu:27413; Q9QY30; Q9QZE8,Recycling of bile acids and salts; Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,ENSMUSG00000027048,Nuclear receptors in lipid metabolism and toxicity,3,0,100,0,,,100,,29.34,n/a,n/a,n/a,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q8C8T8,Pre-rRNA-processing protein TSR2 homolog OS=Mus musculus OX=10090 GN=Tsr2 PE=1 SV=1,High,High,0,7.664,12,2,9,2,191,20.9,4.23,9.48,7.38,2,2,RNA metabolism OR transcription;other metabolic processes,nucleus,,Pf10273,69499,Tsr2,A2ALP6; mmu:69499; Q8C8T8; Q8R3M9,,,,0,0,0.856,0.9546907661,39.3,128.1,71.9,36.61,51.25,Peak Found,Peak Found,High,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,P63242,Eukaryotic translation initiation factor 5A-1 OS=Mus musculus OX=10090 GN=Eif5a PE=1 SV=2,High,High,0,2.359,10,2,3,2,154,16.8,5.24,2.32,0,2,1,protein metabolism;other metabolic processes;other biological processes,other membranes;ER/Golgi;nucleus;other cell component,translation activity;nucleic acid binding activity,"Pf01287, Pf21485",276770,Eif5a,mmu:276770; P10159; P63242; Q16182; Q5NCX0; Q78NR3; Q9D0G2,Hypusine synthesis from eIF5A-lysine,ENSMUSG00000078812,Translation factors,2,0,1.39,0.828864999,31.35,84.5,115.5,24.73,44.22,n/a,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q9CZ13,"Cytochrome b-c1 complex subunit 1, mitochondrial OS=Mus musculus OX=10090 GN=Uqcrc1 PE=1 SV=2",High,High,0,18.913,20,7,21,7,480,52.8,6.21,20.18,8.67,7,4,cell organization and biogenesis;other metabolic processes;other biological processes,mitochondrion,other molecular function,"Pf00675, Pf05193",22273,Uqcrc1,mmu:22273; Q3TV75; Q9CWL6; Q9CZ13,Respiratory electron transport; Complex III assembly,ENSMUSG00000025651,Electron transport chain,3,0,0.877,0.9546907661,37.89,78.3,121.7,99.18,39.04,n/a,n/a,Peak Found,High,n/a,High,High,High,1,
TRUE,High,Master Protein,Q7TMK9,Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus OX=10090 GN=Syncrip PE=1 SV=2,High,High,0,59.109,35,16,122,11,623,69.6,8.59,113.64,71.36,16,14,RNA metabolism OR transcription;other metabolic processes;other biological processes,cytosol;ER/Golgi;nucleus;other cell component,nucleic acid binding activity,"Pf00076, Pf18360",56403,Syncrip,mmu:56403; O88991; Q2YDV8; Q68ED6; Q7TMK9; Q80YV6; Q8BGP1; Q8C5K6; Q8CGC2; Q91ZR0; Q99KU9; Q9QYF4,,ENSMUSG00000032423,mRNA processing,1,0,0.978,0.996783417,32.91,107.7,92.3,28.12,56.69,High,High,High,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,Q9Z1F9,SUMO-activating enzyme subunit 2 OS=Mus musculus OX=10090 GN=Uba2 PE=1 SV=1,High,High,0.001,1.612,2,1,3,1,638,70.5,5.24,1.56,0,1,1,protein metabolism;other metabolic processes;other biological processes,nucleus;other cell component,other molecular function,"Pf00899, Pf14732, Pf16195",50995,Uba2,mmu:50995; Q3TQN3; Q3U819; Q3U9J5; Q8BVX9; Q9Z1F9,"SUMO is conjugated to E1 (UBA2:SAE1); SUMO is transferred from E1 to E2 (UBE2I, UBC9)",ENSMUSG00000052997,,2,0,0.836,0.948014582,27.76,108.9,91.1,26.03,,n/a,n/a,Peak Found,High,n/a,n/a,n/a,High,1,
TRUE,High,Master Protein,P61979,Heterogeneous nuclear ribonucleoprotein K OS=Mus musculus OX=10090 GN=Hnrnpk PE=1 SV=1,High,High,0,63.558,47,15,251,15,463,50.9,5.54,237.23,166.86,15,13,RNA metabolism OR transcription;other metabolic processes;developmental processes;other biological processes,cytoskeleton;nucleus;other cell component,cytoskeletal activity;nucleic acid binding activity;other molecular function,"Pf00013, Pf08067",15387,Hnrnpk,mmu:15387; P61979; Q07244; Q15671; Q60577; Q8BGQ8; Q922Y7; Q96J62,mRNA Splicing - Major Pathway; Processing of Capped Intron-Containing Pre-mRNA; SUMOylation of RNA binding proteins,ENSMUSG00000021546,mRNA processing,4,0,1.135,0.9546907661,39.11,94.2,105.8,23.04,29.27,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q61292,Laminin subunit beta-2 OS=Mus musculus OX=10090 GN=Lamb2 PE=1 SV=2,High,High,0,4.318,1,2,7,2,1799,196.5,6.67,5.14,3.59,2,2,cell adhesion;cell organization and biogenesis;stress response;developmental processes;other biological processes,non-structural extracellular;extracellular matrix;other cell component,signal transduction activity or receptor binding;extracellular structural activity,"Pf00053, Pf00055, Pf21199",16779,Lamb2,mmu:16779; Q61292; Q62182; Q8R0Y0,,ENSMUSG00000052911,Primary focal segmental glomerulosclerosis (FSGS); Focal adhesion: PI3K-Akt-mTOR signaling pathway; Inflammatory response pathway; Alpha 6 beta 4 integrin signaling pathway; Focal adhesion,5,0,1.275,0.9047768804,32.47,87.6,112.4,64.02,34.69,n/a,n/a,Peak Found,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,F6XLV1,Ciliary rootlet coiled-coil protein 2 OS=Mus musculus OX=10090 GN=Crocc2 PE=3 SV=2,High,High,0,5.828,2,4,8,4,1638,186.5,6.13,5.28,3.57,4,4,,cytoskeleton,,Pf15035,381284,Crocc2,F6XLV1; mmu:381284,,ENSMUSG00000084989,,0,0,2.206,0.07961005441,59.48,90.9,109.1,9.42,29.41,n/a,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,P62806,Histone H4 OS=Mus musculus OX=10090 GN=H4c1 PE=1 SV=2,High,High,0,26.697,52,7,677,7,103,11.4,11.36,687.46,431.94,7,6,cell organization and biogenesis;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf15511,100041230; 319155; 319156; 319157; 319158; 319159; 319160; 319161; 320332; 326619; 326620; 69386; 97122,H4c1; H4c11; H4c12; H4c14; H4c16; H4c2; H4c3; H4c4; H4c6; H4c8; H4c9; Hist1h4m,A0AUM5; A4FUP8; A4QMY0; mmu:100041230; mmu:319155; mmu:319156; mmu:319157; mmu:319158; mmu:319159; mmu:319160; mmu:319161; mmu:320332; mmu:326619; mmu:326620; mmu:69386; mmu:97122; P02304; P02305; P62806; Q0VDL9; Q2M2Q5; Q5T006; Q6PDS7; Q811M0; Q9D0C9; Q9D6Q8,RMTs methylate histone arginines; Regulation of endogenous retroelements by KRAB-ZFP proteins; SUMOylation of chromatin organization proteins; Recognition and association of DNA glycosylase with site containing an affected purine; Cleavage of the damaged purine; Condensation of Prophase Chromosomes; DNA Damage/Telomere Stress Induced Senescence; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; Nonhomologous End-Joining (NHEJ); Processing of DNA double-strand break ends; G2/M DNA damage checkpoint; Inhibition of DNA recombination at telomere; PKMTs methylate histone lysines; Deposition of new CENPA-containing nucleosomes at the centromere; HDACs deacetylate histones; HATs acetylate histones; RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function; Estrogen-dependent gene expression; PRC2 methylates histones and DNA; MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis; HDMs demethylate histones,ENSMUSG00000060093; ENSMUSG00000060639; ENSMUSG00000060678; ENSMUSG00000060981; ENSMUSG00000061482; ENSMUSG00000064288; ENSMUSG00000067455; ENSMUSG00000069266; ENSMUSG00000069274; ENSMUSG00000069305; ENSMUSG00000069306; ENSMUSG00000091405; ENSMUSG00000096010,Type II interferon signaling (IFNG),22,0,0.779,0.9047768804,50.88,116.2,83.8,31.36,34.8,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,P17742,Peptidyl-prolyl cis-trans isomerase A OS=Mus musculus OX=10090 GN=Ppia PE=1 SV=2,High,High,0,22.864,47,6,82,6,164,18,7.9,73.89,39.02,6,4,cell adhesion;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;developmental processes;other biological processes,non-structural extracellular;cytosol;nucleus;other cell component,signal transduction activity or receptor binding;other molecular function,Pf00160,268373,Ppia,mmu:268373; P17742; Q9CWJ5; Q9R137,Neutrophil degranulation; Basigin interactions,ENSMUSG00000071866,,2,0,1.119,0.9546907661,33.72,93.3,106.7,27.77,24.34,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q06185,"ATP synthase subunit e, mitochondrial OS=Mus musculus OX=10090 GN=Atp5me PE=1 SV=2",High,High,0,5.015,17,1,10,1,71,8.2,9.35,10.4,11.39,1,1,other metabolic processes;transport,other membranes,transporter activity;other molecular function,Pf05680,11958,Atp5me,mmu:11958; P70342; Q06185,Formation of ATP by chemiosmotic coupling; Cristae formation,ENSMUSG00000050856,Oxidative phosphorylation; Electron transport chain,4,0,1.002,0.996783417,31.04,98.3,101.7,28.7,12.13,High,Peak Found,High,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,Q8BP92,Reticulocalbin-2 OS=Mus musculus OX=10090 GN=Rcn2 PE=1 SV=1,High,High,0,75.946,46,11,171,11,320,37.2,4.42,187.1,168.56,11,11,,ER/Golgi;nucleus,other molecular function,Pf13202,26611,Rcn2,A2RT07; mmu:26611; O70341; Q8BP92,,ENSMUSG00000032320,Mechanisms associated with pluripotency,1,0,0.764,0.8940889249,41.37,117.4,82.6,36.56,38.05,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,D3Z2H9,"Tropomyosin 3, related sequence 7 OS=Mus musculus OX=10090 GN=Tpm3-rs7 PE=1 SV=1",High,High,0,28.059,28,8,198,3,248,29,4.81,194.85,144.45,8,7,cell organization and biogenesis;other biological processes,cytoskeleton;other cell component,cytoskeletal activity,Pf00261,,Tpm3-rs7,D3Z2H9,,ENSMUSG00000058126,,0,0,1.133,0.9546907661,44.92,98.6,101.4,14.42,35.7,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q9CPQ8,"ATP synthase subunit g, mitochondrial OS=Mus musculus OX=10090 GN=Atp5mg PE=1 SV=1",High,High,0.001,2.063,18,1,4,1,103,11.4,9.74,3.87,0,1,1,other metabolic processes;transport,other membranes,transporter activity,Pf04718,27425,Atp5mg,mmu:27425; O70590; Q5M9M8; Q9CPQ8,Formation of ATP by chemiosmotic coupling; Cristae formation; Mitochondrial protein degradation,ENSMUSG00000038717,Oxidative phosphorylation; Electron transport chain,5,0,0.609,0.5348780539,45.64,124.3,75.7,7.87,36.96,n/a,n/a,Peak Found,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,P61358,Large ribosomal subunit protein eL27 OS=Mus musculus OX=10090 GN=Rpl27 PE=1 SV=2,High,High,0,3.5,7,1,13,1,136,15.8,10.56,9.5,3.51,1,1,protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes,other membranes;cytosol;ER/Golgi;translational apparatus;nucleus;other cell component,other molecular function,"Pf00467, Pf01777",19942,Rpl27,mmu:19942; P61358,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),ENSMUSG00000063316,Cytoplasmic ribosomal proteins,8,0,0.785,0.911225884,67.1,117.3,82.7,38.71,68.32,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q8CJ40,Rootletin OS=Mus musculus OX=10090 GN=Crocc PE=1 SV=2,High,High,0,9.452,2,4,29,3,2009,226.8,5.55,23.33,17.75,4,4,cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,Pf15035,230872,Crocc,A2AA81; mmu:230872; Q7TQL2; Q80U01; Q8CJ40; Q8R0B9,,ENSMUSG00000040860,,0,0,0.966,0.996783417,27.46,116.6,83.4,42.43,56.63,High,High,Peak Found,High,n/a,High,High,High,1,
TRUE,High,Master Protein,Q9CR68,"Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Mus musculus OX=10090 GN=Uqcrfs1 PE=1 SV=1",High,High,0,7.864,11,3,17,3,274,29.3,8.7,13.04,10.41,3,3,other metabolic processes;transport;other biological processes,other membranes;mitochondrion,transporter activity;other molecular function,"Pf00355, Pf02921, Pf09165",66694,Uqcrfs1,mmu:66694; Q5SVV1; Q9CR68,Respiratory electron transport; Complex III assembly,ENSMUSG00000038462,Electron transport chain,3,0,1.578,0.5753597871,36.93,81.4,118.6,47.6,47.73,Peak Found,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P56376,Acylphosphatase-1 OS=Mus musculus OX=10090 GN=Acyp1 PE=1 SV=2,High,High,0,18.126,48,4,38,4,99,11.2,9.04,34.82,28.73,4,4,,,other molecular function,Pf00708,66204,Acyp1,mmu:66204; P56376; Q0VG40; Q545K8; Q6P8S7,,ENSMUSG00000008822,,0,0,1.082,0.9767557871,36.82,99.5,100.5,31.78,36.26,High,High,High,High,Peak Found,High,High,High,1,
