Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Found in Sample Group: control,Found in Sample Group: ketamine,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Comet: Comet,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Comet,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Gene Symbol,Gene ID,Reactome Pathways,Ensembl Gene ID,WikiPathways,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio: (ketamine) / (control),Abundance Ratio Adj. P-Value: (ketamine) / (control),Abundance Ratio Variability [%]: (ketamine) / (control),Abundances (Grouped): control,Abundances (Grouped): ketamine,Abundances (Grouped) CV [%]: control,Abundances (Grouped) CV [%]: ketamine,"Found in Sample: F1: Sample, control","Found in Sample: F4: Sample, control","Found in Sample: F5: Sample, control","Found in Sample: F9: Sample, control","Found in Sample: F2: Sample, ketamine","Found in Sample: F6: Sample, ketamine","Found in Sample: F10: Sample, ketamine","Found in Sample: F11: Sample, ketamine",# Protein Groups,Modifications
TRUE,High,Master Protein,P15532,Nucleoside diphosphate kinase A OS=Mus musculus OX=10090 GN=Nme1 PE=1 SV=1,High,Peak Found,0,3.554,24,3,5,3,152,17.2,7.37,4.57,0,3,2,DNA metabolism;other metabolic processes;transport;developmental processes;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;nucleus;other cytoplasmic organelle;other cell component,cytoskeletal activity;translation activity;nucleic acid binding activity;kinase activity;other molecular function,Pf00334,18102,Nme1,mmu:18102; P15532,Azathioprine ADME; Interconversion of nucleotide di- and triphosphates; Ribavirin ADME,ENSMUSG00000037601,Purine metabolism,4,0,0.805,0.9308668518,41.43,132.6,67.4,,41.07,n/a,n/a,n/a,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,Q8BH95,"Enoyl-CoA hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Echs1 PE=1 SV=1",High,Peak Found,0.001,1.974,7,2,2,2,290,31.5,8.48,1.25,1.71,1,1,other metabolic processes,mitochondrion,other molecular function,Pf00378,93747,Echs1,mmu:93747; Q3TJK2; Q6GQS2; Q6PEN1; Q8BH95; Q99LX7,Branched-chain amino acid catabolism; Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA; Beta oxidation of octanoyl-CoA to hexanoyl-CoA; Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA; Beta oxidation of hexanoyl-CoA to butanoyl-CoA; Beta oxidation of butanoyl-CoA to acetyl-CoA,ENSMUSG00000025465,Fatty acid beta-oxidation; Fatty acid biosynthesis; Tryptophan metabolism,9,0,0.89,0.9546907661,47.93,121.6,78.4,31.87,12.86,Peak Found,Peak Found,Peak Found,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9CR57,Large ribosomal subunit protein eL14 OS=Mus musculus OX=10090 GN=Rpl14 PE=1 SV=3,High,Peak Found,0.004,1.257,6,1,2,1,217,23.5,11.02,1.21,0,1,1,protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes,cytosol;translational apparatus;other cell component,nucleic acid binding activity;other molecular function,Pf01929,67115,Rpl14,mmu:67115; Q9CR57; Q9D8Q1,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),ENSMUSG00000025794,,7,0,0.747,0.8508676473,97.64,117.6,82.4,43.37,92.76,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9DCT2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs3 PE=1 SV=2",High,Peak Found,0,5.636,9,2,4,2,263,30.1,7.17,4.15,4.51,2,2,cell organization and biogenesis;other metabolic processes;transport;other biological processes,other membranes;mitochondrion;nucleus,transporter activity;other molecular function,Pf00329,68349,Ndufs3,mmu:68349; Q8BTZ3; Q8R073; Q9DCT2,RHOG GTPase cycle; Mitochondrial protein degradation; Complex I biogenesis,ENSMUSG00000005510,Oxidative phosphorylation; Electron transport chain,6,0,0.798,0.926343814,15.35,143.2,56.8,,42.48,n/a,n/a,n/a,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q8BKZ9,"Pyruvate dehydrogenase protein X component, mitochondrial OS=Mus musculus OX=10090 GN=Pdhx PE=1 SV=1",High,Peak Found,0.004,1.304,2,1,2,1,501,54,7.75,1.6,0,1,1,other metabolic processes,mitochondrion;other cell component,other molecular function,"Pf00198, Pf00364, Pf02817",27402,Pdhx,mmu:27402; Q8BKZ9,Regulation of pyruvate dehydrogenase (PDH) complex; Signaling by Retinoic Acid; PDH complex synthesizes acetyl-CoA from PYR,ENSMUSG00000010914,Glycolysis and gluconeogenesis; TCA cycle,5,0,1.271,0.9102876927,28.61,83,117,21.49,22.27,n/a,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q3UJB0,Splicing factor 3B subunit 2 OS=Mus musculus OX=10090 GN=Sf3b2 PE=2 SV=1,High,Peak Found,0,6.037,3,2,4,2,878,98.1,5.62,4.23,4.56,2,2,RNA metabolism OR transcription;other metabolic processes,nucleus,,"Pf02037, Pf04037, Pf04046",319322,Sf3b2,A0A494B9S9; mmu:319322; Q3UAI4; Q3UBH2; Q3UJB0; Q3UQU5; Q80W39; Q8BL33; Q9CS24,mRNA Splicing - Major Pathway; mRNA Splicing - Minor Pathway,ENSMUSG00000024853,mRNA processing,3,0,0.741,0.8551374013,17.18,114.7,85.3,55.17,55.62,Peak Found,n/a,n/a,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,Q60865,Caprin-1 OS=Mus musculus OX=10090 GN=Caprin1 PE=1 SV=2,High,Peak Found,0,7.837,3,2,4,2,707,78.1,5.25,3.7,4.17,2,2,cell organization and biogenesis;developmental processes;other biological processes,cytosol;other cell component,nucleic acid binding activity;other molecular function,"Pf12287, Pf18293",53872,Caprin1,mmu:53872; Q60758; Q60865; Q61620; Q6IMN3; Q7TT26,,ENSMUSG00000027184,mir-193a and MVP in colon cancer metastasis,1,0,1,0.996783417,40.49,70.9,129.1,67.19,,n/a,Peak Found,Peak Found,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,P17563,Methanethiol oxidase OS=Mus musculus OX=10090 GN=Selenbp1 PE=1 SV=2,High,Peak Found,0,3.977,4,2,2,2,472,52.5,6.29,3.18,,2,,transport;other biological processes,other membranes;cytosol;nucleus,other molecular function,Pf05694,20341,Selenbp1,mmu:20341; P17563; Q91X87,,ENSMUSG00000068874,Selenium metabolism / selenoproteins,1,0,0.756,0.8766755943,5.33,113.9,86.1,,5.08,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,P62627,Dynein light chain roadblock-type 1 OS=Mus musculus OX=10090 GN=Dynlrb1 PE=1 SV=3,High,Peak Found,0,2.983,13,1,2,1,96,11,7.25,1.58,1.98,1,1,other biological processes,cytoskeleton;other cell component,other molecular function,Pf03259,67068,Dynlrb1,A2AVR8; mmu:67068; O88567; P62627; Q4FZJ8; Q9D812,Intraflagellar transport,ENSMUSG00000047459,,1,0,0.599,0.4938964195,0,125.1,74.9,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q3V3R4,Integrin alpha-1 OS=Mus musculus OX=10090 GN=Itga1 PE=1 SV=2,High,Peak Found,0.002,1.56,1,1,2,1,1179,130.7,6.2,1.29,0,1,1,cell adhesion;cell organization and biogenesis;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;other cell component,signal transduction activity or receptor binding;other molecular function,"Pf00092, Pf01839, Pf08441, Pf20805, Pf20806",109700,Itga1,F8VQN5; mmu:109700; Q3V3R4,Integrin cell surface interactions; Smooth Muscle Contraction,ENSMUSG00000042284,Regulation of actin cytoskeleton; Integrin-mediated cell adhesion,4,0,1.226,0.9278797681,0,89.8,110.2,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,Medium,Master Protein,Q6ZWM4,U6 snRNA-associated Sm-like protein LSm8 OS=Mus musculus OX=10090 GN=Lsm8 PE=1 SV=3,High,Peak Found,0.015,0.912,9,1,1,1,96,10.4,4.48,0.99,,1,,RNA metabolism OR transcription;other metabolic processes,nucleus;other cell component,nucleic acid binding activity,Pf01423,76522,Lsm8,mmu:76522; Q3TIX3; Q6ZWM4,mRNA Splicing - Major Pathway,ENSMUSG00000044155,mRNA processing,2,0,1.022,0.996783417,27.55,108.2,91.8,20.7,30.88,n/a,Peak Found,Peak Found,High,n/a,n/a,Peak Found,Peak Found,1,
TRUE,High,Master Protein,P47911,Large ribosomal subunit protein eL6 OS=Mus musculus OX=10090 GN=Rpl6 PE=1 SV=3,High,Peak Found,0.002,1.554,3,1,4,1,296,33.5,10.7,3.16,2.05,1,1,cell organization and biogenesis;protein metabolism;other metabolic processes,cytosol;cytoskeleton;ER/Golgi;translational apparatus;nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf01159, Pf03868",19988,Rpl6,mmu:19988; P47911; Q6P5I2; Q925C3,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),ENSMUSG00000029614,Cytoplasmic ribosomal proteins,8,0,0.783,0.9047768804,50.02,112.2,87.8,24.79,47.53,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q8BGT7,Survival of motor neuron-related-splicing factor 30 OS=Mus musculus OX=10090 GN=Smndc1 PE=1 SV=1,High,Peak Found,0.001,2.05,4,1,2,1,238,26.7,7.24,1.73,2.03,1,1,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus;other cell component,nucleic acid binding activity,Pf06003,76479,Smndc1,mmu:76479; Q4QQL0; Q8BGT7,mRNA Splicing - Major Pathway,ENSMUSG00000025024,,1,0,0.785,0.911225884,22.8,112.1,87.9,,21.5,n/a,n/a,n/a,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,P68040,Small ribosomal subunit protein RACK1 OS=Mus musculus OX=10090 GN=Rack1 PE=1 SV=3,High,Peak Found,0,6.69,7,2,4,2,317,35.1,7.69,4.18,4.52,2,2,cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;mitochondrion;translational apparatus;nucleus;other cell component,signal transduction activity or receptor binding;enzyme regulator activity;translation activity;other molecular function,Pf00400,14694,Rack1,mmu:14694; P25388; P68040; P99049; Q3THP0; Q3THY7; Q3TKQ0; Q3TW88; Q5NCC5; Q5NCC6; Q9CSQ0; Q9ERM6,Regulation of TNFR1 signaling; TNFR1-induced NF-kappa-B signaling pathway; TNFR1-mediated ceramide production,ENSMUSG00000020372,IL-3 signaling pathway; IL-2 signaling pathway,5,0,0.841,0.9546907661,10.6,108,92,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,Medium,Master Protein,Q9WUM3,Coronin-1B OS=Mus musculus OX=10090 GN=Coro1b PE=1 SV=1,High,Peak Found,0.03,0.726,1,1,1,1,484,53.9,5.78,1.56,,1,,cell organization and biogenesis;stress response;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,"Pf00400, Pf08953, Pf16300",23789,Coro1b,mmu:23789; Q3UEB1; Q9CVA2; Q9WUM3,,ENSMUSG00000024835,,0,0,1.513,0.6689737261,26.55,79.6,120.4,9.97,25.95,n/a,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,Medium,Master Protein,P27046,Alpha-mannosidase 2 OS=Mus musculus OX=10090 GN=Man2a1 PE=1 SV=2,High,Peak Found,0.033,0.714,1,1,1,1,1150,131.5,8.03,1.15,,1,,cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes;other biological processes,non-structural extracellular;other membranes;ER/Golgi,other molecular function,"Pf01074, Pf07748, Pf09261",17158,Man2a1,B9EHS6; mmu:17158; P27046,Reactions specific to the complex N-glycan synthesis pathway,ENSMUSG00000024085,,1,0,1.084,0.9802285373,6.98,96,104,19.41,2.51,n/a,Peak Found,Peak Found,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,Q8JZS0,Protein lin-7 homolog A OS=Mus musculus OX=10090 GN=Lin7a PE=1 SV=2,High,Peak Found,0.001,2.023,4,1,2,1,233,26,8.72,1.86,1.85,1,1,cell-cell signaling;transport;other biological processes,plasma membrane;other membranes;ER/Golgi;other cell component,other molecular function,"Pf00595, Pf02828",108030,Lin7a,mmu:108030; Q8JZS0,Dopamine Neurotransmitter Release Cycle,ENSMUSG00000019906,,1,0,0.704,0.8112425063,21.81,117.4,82.6,20.58,,Peak Found,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,O70133,ATP-dependent RNA helicase A OS=Mus musculus OX=10090 GN=Dhx9 PE=1 SV=2,High,Peak Found,0,3.966,2,2,4,2,1380,149.4,6.83,3.22,1.83,2,2,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;stress response;transport;other biological processes,cytosol;cytoskeleton;nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00035, Pf00270, Pf00271, Pf04408, Pf07717, Pf21010",13211,Dhx9,mmu:13211; O35931; O54703; O70133; Q5FWY1; Q6R5F7; Q9CSA2,mRNA Splicing - Major Pathway; PKR-mediated signaling; RIP-mediated NFkB activation via ZBP1; DEx/H-box helicases activate type I IFN and inflammatory cytokines production,,Mechanisms associated with pluripotency; mRNA processing,6,0,0.949,0.9932463579,50.8,109.1,90.9,37.99,22.51,n/a,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,Medium,Master Protein,Q9JKR6,Hypoxia up-regulated protein 1 OS=Mus musculus OX=10090 GN=Hyou1 PE=1 SV=1,High,Peak Found,0.027,0.773,1,1,2,1,999,111.1,5.19,1.41,1.63,1,1,protein metabolism;other metabolic processes;stress response;transport;other biological processes,non-structural extracellular;ER/Golgi,other molecular function,Pf00012,12282,Hyou1,mmu:12282; Q3TAL1; Q3TZD0; Q3U1U2; Q64139; Q80X75; Q9JKR6,,ENSMUSG00000032115,Comprehensive IL-17A signaling,1,0,1.477,0.7261158624,44.78,68.4,131.6,30.79,28.59,n/a,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,P26039,Talin-1 OS=Mus musculus OX=10090 GN=Tln1 PE=1 SV=2,High,Peak Found,0,3.945,1,2,3,2,2541,269.7,6.18,2.95,1.78,2,1,cell adhesion;cell organization and biogenesis;signal transduction,plasma membrane;other membranes;cytoskeleton;other cell component,signal transduction activity or receptor binding;cytoskeletal activity;other molecular function,"Pf00373, Pf01608, Pf02174, Pf08913, Pf09141, Pf16511, Pf21692, Pf21865, Pf21896",21894,Tln1,A2AIM8; mmu:21894; P26039; Q8VEF0,Platelet degranulation ; MAP2K and MAPK activation; GRB2:SOS provides linkage to MAPK signaling for Integrins ; p130Cas linkage to MAPK signaling for integrins; Smooth Muscle Contraction; SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,ENSMUSG00000028465,Primary focal segmental glomerulosclerosis (FSGS); Integrin-mediated cell adhesion; Focal adhesion,10,0,0.979,0.996783417,15.53,93.1,106.9,36.12,56.24,n/a,n/a,Peak Found,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,P35980,Large ribosomal subunit protein eL18 OS=Mus musculus OX=10090 GN=Rpl18 PE=1 SV=3,High,Peak Found,0,6.624,14,2,4,2,188,21.6,11.78,4.08,4.11,2,2,protein metabolism;other metabolic processes,cytosol;ER/Golgi;translational apparatus;nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf17135,19899,Rpl18,mmu:19899; P35980; Q9CQF1; Q9D987,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),ENSMUSG00000059070,Cytoplasmic ribosomal proteins,8,0,0.777,0.8885397818,10.97,113.6,86.4,11.23,8.6,Peak Found,n/a,Peak Found,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9JJF0,Nucleosome assembly protein 1-like 5 OS=Mus musculus OX=10090 GN=Nap1l5 PE=1 SV=1,High,Peak Found,0.003,1.364,7,1,2,1,156,17,4.32,1.6,1.98,1,1,cell organization and biogenesis,nucleus,,Pf00956,58243,Nap1l5,mmu:58243; Q9JJF0,,ENSMUSG00000055430,,0,0,0.894,0.9670186829,19.97,105.6,94.4,8.48,20.03,n/a,n/a,Peak Found,High,n/a,n/a,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q9D819,Inorganic pyrophosphatase OS=Mus musculus OX=10090 GN=Ppa1 PE=1 SV=1,High,Peak Found,0,3.211,7,2,4,2,289,32.6,5.6,3.18,0,2,2,other metabolic processes,other cell component,other molecular function,Pf00719,67895,Ppa1,mmu:67895; Q9D819,Pyrophosphate hydrolysis; Cytosolic tRNA aminoacylation,ENSMUSG00000020089,,2,0,0.993,0.996783417,73.33,94.7,105.3,77.86,7.62,n/a,Peak Found,n/a,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q4VA53,Sister chromatid cohesion protein PDS5 homolog B OS=Mus musculus OX=10090 GN=Pds5b PE=1 SV=1,High,Peak Found,0.003,1.471,1,1,2,1,1446,164.3,8.5,1.27,0,1,1,cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;other biological processes,nucleus;other cell component,nucleic acid binding activity,,100710,Pds5b,mmu:100710; Q3TNZ4; Q4VA53; Q7TSS4; Q80TM8; Q8BJ18; Q8BLH6; Q8BX77,Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; Establishment of Sister Chromatid Cohesion; Cohesin Loading onto Chromatin,ENSMUSG00000034021,,4,0,0.677,0.7261158624,13.94,119.3,80.7,16.36,,Peak Found,n/a,Peak Found,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9D708,Protein S100-A16 OS=Mus musculus OX=10090 GN=S100a16 PE=1 SV=1,High,Peak Found,0,4.025,9,1,2,1,124,14.3,5.86,2.29,2.38,1,1,other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;nucleus;other cell component,other molecular function,Pf01023,67860,S100a16,mmu:67860; Q3TVE3; Q9D708,,ENSMUSG00000074457,,0,0,0.532,0.2777289488,14.14,130.6,69.4,,13.43,n/a,n/a,n/a,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9CU62,Structural maintenance of chromosomes protein 1A OS=Mus musculus OX=10090 GN=Smc1a PE=1 SV=4,High,Peak Found,0.003,1.382,1,1,3,1,1233,143.1,7.64,2,0,1,1,cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;other biological processes,cytosol;cytoskeleton;nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf02463, Pf06470",24061,Smc1a,A2AFQ5; mmu:24061; Q3V480; Q9CU62; Q9CUX9; Q9D959; Q9WTU1,Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; SUMOylation of DNA damage response and repair proteins; Establishment of Sister Chromatid Cohesion; Cohesin Loading onto Chromatin,ENSMUSG00000041133,mRNA processing,6,0,0.803,0.911225884,13.68,112.8,87.2,6.15,12.51,n/a,Peak Found,High,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,Q8CI51,PDZ and LIM domain protein 5 OS=Mus musculus OX=10090 GN=Pdlim5 PE=1 SV=4,High,Peak Found,0,11.767,8,3,5,3,591,63.3,8.25,6.45,5.31,3,2,cell organization and biogenesis;developmental processes;other biological processes,other membranes;cytosol;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,"Pf00412, Pf00595",56376,Pdlim5,mmu:56376; Q3UGD0; Q8CI51; Q9QYN0; Q9QYN1; Q9QYN2,,ENSMUSG00000028273,,0,0,0.57,0.3986529048,38.56,125.6,74.4,20.87,8.27,Peak Found,Peak Found,Peak Found,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,O88487,Cytoplasmic dynein 1 intermediate chain 2 OS=Mus musculus OX=10090 GN=Dync1i2 PE=1 SV=1,High,Peak Found,0,2.421,2,1,2,1,612,68.4,5.29,1.3,0,1,1,transport;other biological processes,cytoskeleton;other cell component,other molecular function,"Pf00400, Pf11540",13427,Dync1i2,mmu:13427; O88487; Q3TGH7,MHC class II antigen presentation; COPI-mediated anterograde transport; Separation of Sister Chromatids; Anchoring of the basal body to the plasma membrane; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal; Resolution of Sister Chromatid Cohesion; Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Recruitment of NuMA to mitotic centrosomes; RHO GTPases Activate Formins; AURKA Activation by TPX2; EML4 and NUDC in mitotic spindle formation; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; COPI-independent Golgi-to-ER retrograde traffic; Aggrephagy,ENSMUSG00000027012,,18,0,0.823,0.9461156536,20.98,109.7,90.3,,19.82,n/a,n/a,n/a,High,n/a,n/a,Peak Found,Peak Found,1,
TRUE,Medium,Master Protein,P63323,Small ribosomal subunit protein eS12 OS=Mus musculus OX=10090 GN=Rps12 PE=1 SV=3,High,Peak Found,0.012,0.984,6,1,3,1,132,14.5,7.21,2.2,0,1,1,protein metabolism;other metabolic processes;other biological processes,cytosol;translational apparatus;nucleus;other cell component,other molecular function,Pf01248,20042,Rps12,mmu:20042; P09388; P12728; P63323; Q6ZWZ6,"L13a-mediated translational silencing of Ceruloplasmin expression; GTP hydrolysis and joining of the 60S ribosomal subunit; Translation initiation complex formation; Ribosomal scanning and start codon recognition; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Formation of the ternary complex, and subsequently, the 43S complex",ENSMUSG00000061983,Cytoplasmic ribosomal proteins,11,0,0.791,0.9047768804,49.03,104.6,95.4,44.15,14.69,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,P18242,Cathepsin D OS=Mus musculus OX=10090 GN=Ctsd PE=1 SV=1,High,Peak Found,0,6.024,7,2,3,2,410,44.9,7.15,3.6,2.39,2,1,cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,non-structural extracellular;other membranes;other cytoplasmic organelle;other cell component,other molecular function,"Pf00026, Pf07966",13033,Ctsd,mmu:13033; P18242,MHC class II antigen presentation; Neutrophil degranulation; Insulin receptor recycling; Collagen degradation; Metabolism of Angiotensinogen to Angiotensins,ENSMUSG00000007891,,5,0,0.537,0.2931758291,32.11,132.3,67.7,,42.4,n/a,n/a,n/a,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q9CY27,Very-long-chain enoyl-CoA reductase OS=Mus musculus OX=10090 GN=Tecr PE=1 SV=1,High,Peak Found,0.003,1.489,4,1,2,1,308,36.1,9.55,1.29,0,1,1,other metabolic processes,other membranes;ER/Golgi,other molecular function,"Pf02544, Pf21696",106529,Tecr,mmu:106529; Q9CY27,Synthesis of very long-chain fatty acyl-CoAs,ENSMUSG00000031708,,1,0,0.555,0.3441705766,18.37,128.6,71.4,17.39,,n/a,n/a,Peak Found,High,n/a,n/a,n/a,Peak Found,1,
TRUE,Medium,Master Protein,Q8C3W1,Uncharacterized protein C1orf198 homolog OS=Mus musculus OX=10090 PE=1 SV=1,High,Peak Found,0.026,0.789,5,1,1,1,322,35.3,5.24,,0,,1,,cytosol,,Pf15797,,,,,,,0,0,0.75,0.8653272072,0,114.3,85.7,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,P80317,T-complex protein 1 subunit zeta OS=Mus musculus OX=10090 GN=Cct6a PE=1 SV=3,High,Peak Found,0.001,2.03,2,1,2,1,531,58,7.08,1.47,1.72,1,1,protein metabolism;other metabolic processes;other biological processes,cytosol;other cell component,other molecular function,Pf00118,12466,Cct6a,mmu:12466; P80317,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding; RHOBTB2 GTPase cycle; Association of TriC/CCT with target proteins during biosynthesis,,,3,0,0.97,0.996783417,0,101.5,98.5,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
